case_id,variant,pred_volume_ml,neg_volume_ml,entropy_sum_ml,entropy_mean_region,entropy_per_volume,soft_dice_gap,tta_disagreement,tta_std_mean_region,model_disagreement,model_diff_mean_region,dice,pred_voxels,truth_voxels,bad_worst1of3
spleen_10,contrast_60,255.67983454099436,-255.67983454099436,92.00681329126758,0.2367730289697647,0.359851661576837,0.0565338951515141,,,,,0.9603,53620,53071,False
spleen_12,contrast_60,455.8628815783737,-455.8628815783737,130.96563508360006,0.1967249065637588,0.2872917282278969,0.0459252547030204,,,,,0.9713,534698,537685,False
spleen_13,contrast_60,277.31364216164025,-277.31364216164025,96.54333578163772,0.2253037691116333,0.3481377080084817,0.0554497160355845,,,,,0.9661,201374,203903,False
spleen_10,lowres_8mm,235.3236761363784,-235.3236761363784,105.74515826821673,0.2914493978023529,0.4493604723688476,0.0691146249954112,,,,,0.9353,49351,53071,True
spleen_12,lowres_8mm,415.8768988200554,-415.8768988200554,147.83024561235553,0.2415201514959335,0.3554663556253933,0.0547849226446264,,,,,0.938,487797,537685,True
spleen_13,lowres_8mm,237.63504427113136,-237.63504427113136,103.84031632998295,0.275233507156372,0.4369739179188808,0.0676092845974825,,,,,0.9039,172561,203903,True
spleen_10,noise_60,254.57357341429704,-254.57357341429704,98.51998341664132,0.2544098198413849,0.3870000412662958,0.0598444154148234,,,,,0.9543,53388,53071,False
spleen_12,noise_60,450.7338721271031,-450.7338721271031,134.55288047117153,0.2039852738380432,0.2985195672918692,0.047324281514022,,,,,0.9681,528682,537685,False
spleen_13,noise_60,275.01387266602546,-275.01387266602546,99.59359657920614,0.2345174849033355,0.3621402644664103,0.0571422133822295,,,,,0.9625,199704,203903,False
